AAAAABBCDENRRT: ABRACADABRANTE
AAEEINRSSSSSTV: ASSERVISSANTES
AAEEIOOPRRRSTU: AEROPORTUAIRES
AAEEIOPPPRRRRS: REAPPROPRIERAS
AAEEIOPPPRRRSS: REAPPROPRIASSE
AAEEIOPPPRRRST: REAPPROPRIATES
AAEEIOPRRSSSTU: OUTREPASSERAIS
AAEEIOPRRSSTTT: PROTESTATAIRES
AAEEIOPRRSSTTU: OUTREPASSERAIT
AAEEIPQRRRSSTU: PETRARQUISERAS
AAEEIPQRRSSSTU: PETRARQUISASSE
AAEEIPQRRSSSUV: PREVARIQUASSES
AAEEIPQRRSSTTU: PETRARQUISATES
AAEEIPRRSSTTUU: PASTEURISATEUR
AAEEIPRSSSSSTU: PASTEURISASSES
AAEEIQRRSSSTTU: SQUATTERISERAS
AAEEIQRSSSSTTU: SQUATTERISASSE
AAEEIQRSSSTTTU: SQUATTERISATES
AAEEIRSSSSTTUZ: TRESSAUTASSIEZ
AAEELMNNNOSSTU: AMEULONNASSENT
AAEELMNNOOPRST: MONOPARENTALES
AAEELNNPRRSTTZ: TRANSPLANTEREZ
AAEELNNPRSSTTU: TRANSPLANTEUSE
AAEELNOORSTUUV: AUTOEVALUERONS
AAEELNOORTTUUV: AUTOEVALUERONT
AAEELNOPRSSTTX: EXTRAPOLASSENT
AAEELNRSSSTUUV: SUREVALUASSENT
AAEEMNNOORSSTT: ANASTOMOSERENT
AAEEMNNORRSSST: ASSARMENTERONS
AAEEMNNORRSSTT: ASSARMENTERONT
AAEEMNNORSSTUV: MANOEUVRASSENT
AAEEMNNRRSTTTT: RETRANSMETTANT
AAEEMNNRSSSTTV: TRANSVASEMENTS
AAEEMNOPRSTTTU: AUTOTREMPANTES
AAEEMNOQSSSTTU: ESTOMAQUASSENT
AAEEMNRRRSSTTT: RETRANSMETTRAS
AAEENNNOPRRRTT: RAPATRONNERENT
AAEENNNOSSSTTU: ENSOUTANASSENT
AAEENNOOTTTTUY: AUTONETTOYANTE
AAEENNOPSSTTUV: EPOUVANTASSENT
AAEENOOPRRRSTT: AEROTRANSPORTE
AAEENOPRRSSSST: ESTRAPASSERONS
AAEENOPRRSSSTT: ESTRAPASSERONT
AAEENRSSSSTTTU: TRESSAUTASSENT
AAEEOPRSSSSSTU: OUTREPASSASSES
AAEFFGIILNOSSS: AFFLIGEASSIONS
AAEFFGINOORRSU: AFFOURAGERIONS
AAEFFGNOORRRSU: AFFOURRAGERONS
AAEFFGNOORRRTU: AFFOURRAGERONT
AAEFFIIINORSTT: FORFAITISAIENT
AAEFFIIIORRSST: FORFAITISERAIS
AAEFFIIIORRSTT: FORFAITISERAIT
AAEFFIILLNORTU: FARFOUILLAIENT
AAEFFIILLORRSU: FARFOUILLERAIS
AAEFFIILLORRTU: FARFOUILLERAIT
AAEFFIILLOSSUZ: AFFOUILLASSIEZ
AAEFFIILNOSSSU: EFAUFILASSIONS
AAEFFIIMNORRST: REAFFIRMATIONS
AAEFFIINNOPRRS: PARAFFINERIONS
AAEFFIIORSSSST: FORFAITISASSES
AAEFFILLNOSSTU: AFFOUILLASSENT
AAEFFILLORSSSU: FARFOUILLASSES
AAEFFILNORSSSU: AFFLEURASSIONS
AAEFFIMNRRSSST: RAFFERMISSANTS
AAEFFINOSSTTUU: AUTOSUFFISANTE
AAEFFNNNNOORRS: FANFARONNERONS
AAEFFNNNNOORRT: FANFARONNERONT
AAEFGIIILNRSSZ: FILIGRANASSIEZ
AAEFGIIILRSSSZ: FRAGILISASSIEZ
AAEFGIIINOSSSZ: GAZEIFIASSIONS
AAEFGIILMMNNST: FLAMINGANTISME
AAEFGIILNNRSST: FILIGRANASSENT
AAEFGIILNRSSST: FRAGILISASSENT
AAEFGIINRRRSTU: TRANSFIGURERAI
AAEFGILLLNOSSS: FLAGELLASSIONS
AAEFGILLNOOSSS: FLAGEOLASSIONS
AAEFGIMNNORSTT: FRAGMENTATIONS
AAEFGIMNRRSSTU: TRANSFIGURAMES
AAEFGINRRRSSTU: TRANSFIGURERAS
AAEFGINRRSSSTU: TRANSFIGURASSE
AAEFGINRRSSTTU: TRANSFIGURATES
AAEFGLLLNOOSTU: AUTOFLAGELLONS
AAEFIIIILLSSSZ: FILIALISASSIEZ
AAEFIIIILMNNRR: INFRALIMINAIRE
AAEFIIIILNNRST: INFANTILISERAI
AAEFIIILLMNNRS: INFRALIMINALES
AAEFIIILLNSSST: FILIALISASSENT
AAEFIIILMNNSST: INFANTILISAMES
AAEFIIILMPSSSZ: PLASMIFIASSIEZ
AAEFIIILNNNSTT: INFANTILISANTE
AAEFIIILNNRSST: INFANTILISERAS
AAEFIIILNNSSST: INFANTILISASSE
AAEFIIILNNSSTT: INFANTILISATES
AAEFIIILPSSSTZ: PLASTIFIASSIEZ
AAEFIIIMNORRST: INFORMATISERAI
AAEFIIINOPSSSZ: SAPONIFIASSIEZ
AAEFIIINQSSTUZ: QUANTIFIASSIEZ
AAEFIIIRSSSTTZ: STRATIFIASSIEZ
AAEFIILLNORRTT: INFRALITTORALE
AAEFIILLNOSSSS: FASEILLASSIONS
AAEFIILMMNORST: INFLAMMATOIRES
AAEFIILMNPSSST: PLASMIFIASSENT
AAEFIILMORSSSZ: FORMALISASSIEZ
AAEFIILNPSSSTT: PLASTIFIASSENT
AAEFIILNRSSSTZ: TRANSFILASSIEZ
AAEFIILORSSSTZ: RAFISTOLASSIEZ
AAEFIIMMNORSST: INFORMATISAMES
AAEFIIMNNOSSTT: MANIFESTATIONS
AAEFIIMNORRSST: INFORMATISERAS
AAEFIIMNORSSST: INFORMATISASSE
AAEFIIMNORSSTT: INFORMATISATES
AAEFIIMNOSSTTU: FOUTIMASSAIENT
AAEFIIMORSSSTU: FOUTIMASSERAIS
AAEFIIMORSSTTU: FOUTIMASSERAIT
AAEFIINNNORSSS: ENFARINASSIONS
AAEFIINNOPSSST: SAPONIFIASSENT
AAEFIINNOPSSSU: PEAUFINASSIONS
AAEFIINNORRSTT: FRATERNISATION
AAEFIINNORSSST: RENFAITASSIONS
AAEFIINNQSSTTU: QUANTIFIASSENT
AAEFIINRSSSTTT: STRATIFIASSENT
AAEFILMMNNOSSS: ENFLAMMASSIONS
AAEFILMNORSSST: FORMALISASSENT
AAEFILNNRSSSTT: TRANSFILASSENT
AAEFILNOPSSTUZ: PANTOUFLASSIEZ
AAEFILNORSSSTT: RAFISTOLASSENT
AAEFIMNNORRSTT: TRANSFORMAIENT
AAEFIMNOORRRTT: TERRAFORMATION
AAEFIMNORRRSST: TRANSFORMERAIS
AAEFIMNORRRSTT: TRANSFORMERAIT
AAEFIMOORSSTUZ: AUTOFORMASSIEZ
AAEFIMOSSSSSTU: FOUTIMASSASSES
AAEFINRSSSSTUZ: TRANSFUSASSIEZ
AAEFIPPRRSSSUZ: SURFRAPPASSIEZ
AAEFLNNOPSSTTU: PANTOUFLASSENT
AAEFMNNORRSSTT: TRANSFORMANTES
AAEFMNOORSSTTU: AUTOFORMASSENT
AAEFMNORRRSTTU: TRANSFORMATEUR
AAEFMNORRSSSST: TRANSFORMASSES
AAEFNNRSSSSTTU: TRANSFUSASSENT
AAEFNPPRRSSSTU: SURFRAPPASSENT
AAEGGHHIIOPQRU: HAGIOGRAPHIQUE
AAEGGHIINOPQRU: ANGIOGRAPHIQUE
AAEGGIILLNORTU: GARGOUILLAIENT
AAEGGIILLORRSU: GARGOUILLERAIS
AAEGGIILLORRTU: GARGOUILLERAIT
AAEGGIILNNNORS: GANGLIONNAIRES
AAEGGIILNSSTUZ: AGGLUTINASSIEZ
AAEGGIINORRRSS: GARGARISERIONS
AAEGGILLNNORSV: GRAVILLONNAGES
AAEGGILLORSSSU: GARGOUILLASSES
AAEGGILMNOORST: AGGLOMERATIONS
AAEGGILNNSSTTU: AGGLUTINASSENT
AAEGGIMNNNOQSU: MAQUIGNONNAGES
AAEGGIMNNOORST: AGGIORNAMENTOS
AAEGGINNNORSSS: GANGRENASSIONS
AAEGGINORSSSSZ: GROGNASSASSIEZ
AAEGGNNORSSSST: GROGNASSASSENT
AAEGHHIILOOPRR: HOLOGRAPHIERAI
AAEGHHIILOPRRT: LITHOGRAPHIERA
AAEGHHILMOOPRS: HOLOGRAPHIAMES
AAEGHHILOOPRRS: HOLOGRAPHIERAS
AAEGHHILOOPRSS: HOLOGRAPHIASSE
AAEGHHILOOPRST: HOLOGRAPHIATES
AAEGHHIMOPRRST: ARITHMOGRAPHES
AAEGHHINOOPPRT: ANTHROPOPHAGIE
AAEGHHIOOPPRRT: PHOTOGRAPHIERA
AAEGHHIOOPRRRT: ORTHOGRAPHIERA
AAEGHHIOPRRRST: ARTHROGRAPHIES
AAEGHHNOOPPRST: ANTHROPOPHAGES
AAEGHIILMNORTT: ANTILOGARITHME
AAEGHIINOPRSST: STENOGRAPHIAIS
AAEGHIINOPRSTT: STENOGRAPHIAIT
AAEGHIIOPPRRRS: REPROGRAPHIAIS
AAEGHIIOPPRRRT: REPROGRAPHIAIT
AAEGHIIOPPRRTY: TYPOGRAPHIERAI
AAEGHIIPRRSSTT: STRATIGRAPHIES
AAEGHILNNOOSSS: HALOGENASSIONS
AAEGHILNOOQTTU: THANATOLOGIQUE
AAEGHILOOPPRRS: POLAROGRAPHIES
AAEGHIMOPPRSTY: TYPOGRAPHIAMES
AAEGHIMQRTTUUU: THAUMATURGIQUE
AAEGHINNOPRSTT: STENOGRAPHIANT
AAEGHINOPPRRRT: REPROGRAPHIANT
AAEGHIOPPRRSTY: TYPOGRAPHIERAS
AAEGHIOPPRSSTY: TYPOGRAPHIASSE
AAEGHIOPPRSTTY: TYPOGRAPHIATES
AAEGHIOPQRSTUU: AUTOGRAPHIQUES
AAEGHMNNOOPRSY: ANONYMOGRAPHES
AAEGIIILLNNORU: AIGUILLONNERAI
AAEGIIILLRSSSZ: GRISAILLASSIEZ
AAEGIIILLRSTUV: VILLEGIATURAIS
AAEGIIILLRTTUV: VILLEGIATURAIT
AAEGIIILNNOSTT: GELATINISATION
AAEGIIILNRRSSU: SINGULARISERAI
AAEGIIILNSSSSZ: SIGNALISASSIEZ
AAEGIIIMNNRTUX: ANTIMIGRAINEUX
AAEGIIIMNSSTTT: STIGMATISAIENT
AAEGIIIMRSSSTT: STIGMATISERAIS
AAEGIIIMRSSTTT: STIGMATISERAIT
AAEGIILLMNNOSU: AIGUILLONNAMES
AAEGIILLMOSSUZ: MAGOUILLASSIEZ
AAEGIILLNNNORT: GRAILLONNAIENT
AAEGIILLNNORRS: GRAILLONNERAIS
AAEGIILLNNORRT: GRAILLONNERAIT
AAEGIILLNNORRV: GRAVILLONNERAI
AAEGIILLNNORSU: AIGUILLONNERAS
AAEGIILLNNORSV: EGRAVILLONNAIS
AAEGIILLNNORTV: EGRAVILLONNAIT
AAEGIILLNNOSSU: AIGUILLONNASSE
AAEGIILLNNOSTU: AIGUILLONNATES
AAEGIILLNORTTU: GRATOUILLAIENT
AAEGIILLNOSSSS: LEGALISASSIONS
AAEGIILLNRSSST: GRISAILLASSENT
AAEGIILLNRTTUV: VILLEGIATURANT
AAEGIILLOPRTTU: TRIPATOUILLAGE
AAEGIILLORRSTU: GRATOUILLERAIS
AAEGIILLORRTTU: GRATOUILLERAIT
                GRATTOUILLERAI
AAEGIILLOSSUZZ: GAZOUILLASSIEZ
AAEGIILLPPRSSZ: GRAPPILLASSIEZ
AAEGIILMNORSTU: GLAMOURISAIENT
AAEGIILMNRSSSU: SINGULARISAMES
AAEGIILMORRSSU: GLAMOURISERAIS
AAEGIILMORRSTU: GLAMOURISERAIT
AAEGIILMQSSTTU: STALAGMITIQUES
AAEGIILNNORSSS: REALIGNASSIONS
AAEGIILNNORSSV: GALVANISERIONS
AAEGIILNNORTTV: GRAVITATIONNEL
AAEGIILNNOSSSS: ANGELISASSIONS
AAEGIILNNSSSST: SIGNALISASSENT
AAEGIILNORRSTU: REGULARISATION
AAEGIILNRRSSSU: SINGULARISERAS
AAEGIILNRSSSSU: SINGULARISASSE
AAEGIILNRSSSTU: SINGULARISATES
AAEGIILNRSSTUZ: TRIANGULASSIEZ
AAEGIILOOPRSST: PARASITOLOGIES
AAEGIILRSSSUVZ: VULGARISASSIEZ
AAEGIIMNNNOQRU: MAQUIGNONNERAI
AAEGIIMNNORSST: GERMANISATIONS
AAEGIIMNNOSSTT: MAGNETISATIONS
AAEGIIMNNRRSTT: TRANSMIGRAIENT
AAEGIIMNRRRSST: TRANSMIGRERAIS
AAEGIIMNRRRSTT: TRANSMIGRERAIT
AAEGIIMNSSSTTT: STIGMATISANTES
AAEGIIMSSSSSTT: STIGMATISASSES
AAEGIINNNORSSS: RENGAINASSIONS
AAEGIINNNOSTUX: EXSANGUINATION
AAEGIINNNRSSTT: INTRANSIGEANTS
AAEGIINNOORRST: REORGANISATION
AAEGIINNORSSST: REASSIGNATIONS
AAEGIINNORSSSZ: ORGANSINASSIEZ
AAEGIIOPRSSTTZ: PATRIGOTASSIEZ
AAEGILLMNNORSV: GRAVILLONNAMES
AAEGILLMNOSSTU: MAGOUILLASSENT
AAEGILLMORSTTU: GRATTOUILLAMES
AAEGILLNNNORTV: EGRAVILLONNANT
AAEGILLNNOOSSS: ALLONGEASSIONS
AAEGILLNNORRSV: GRAVILLONNERAS
AAEGILLNNORSSS: GRAILLONNASSES
AAEGILLNNORSSV: GRAVILLONNASSE
AAEGILLNNORSTV: GRAVILLONNATES
AAEGILLNOSSTUZ: GAZOUILLASSENT
AAEGILLNPPRSST: GRAPPILLASSENT
AAEGILLORRSTTU: GRATTOUILLERAS
AAEGILLORSSSTU: GRATOUILLASSES
AAEGILLORSSTTU: GRATTOUILLASSE
AAEGILLORSTTTU: GRATTOUILLATES
AAEGILMMNNSSTU: LANGUISSAMMENT
AAEGILMOORSTTU: TRAUMATOLOGIES
AAEGILMORSSSSU: GLAMOURISASSES
AAEGILNNNNOSST: ENSANGLANTIONS
AAEGILNNOOSSSU: LOUANGEASSIONS
AAEGILNNORSSST: ETRANGLASSIONS
AAEGILNNOSSSUY: LANGUEYASSIONS
AAEGILNNRSSTTU: TRIANGULASSENT
AAEGILNOOQRRTU: NARRATOLOGIQUE
AAEGILNOORTTUU: AUTOREGULATION
AAEGILNOOSSSSU: SOULAGEASSIONS
AAEGILNORRSSSU: RELARGUASSIONS
AAEGILNRSSSTUV: VULGARISASSENT
AAEGILNRSSSTUZ: STRANGULASSIEZ
AAEGILOOPRSSTU: PARASITOLOGUES
AAEGILOPRSSSTT: GASTROPLASTIES
AAEGILOPSSSSSU: ASSOUPLISSAGES
AAEGILRRSSTUUV: VULGARISATEURS
AAEGIMMNNNOQSU: MAQUIGNONNAMES
AAEGIMMNRRSSTU: INSTAGRAMMEURS
AAEGIMMOPQRRTU: PROGRAMMATIQUE
AAEGIMMOPRRSSZ: PROGRAMMASSIEZ
AAEGIMNNNOQRSU: MAQUIGNONNERAS
AAEGIMNNNOQSSU: MAQUIGNONNASSE
AAEGIMNNNOQSTU: MAQUIGNONNATES
AAEGIMNNOOSSST: MANGEOTASSIONS
AAEGIMNNOPRRST: GERMANOPRATINS
AAEGIMNNORSSTU: MANGOUSTANIERS
AAEGIMNNORSTTU: ARGUMENTATIONS
AAEGIMNNOSSSTU: AUGMENTASSIONS
AAEGIMNOOOSSST: ASOMATOGNOSIES
AAEGIMNOSSSSTU: MASTEGUASSIONS
AAEGIMNQSSTTUY: SYNTAGMATIQUES
AAEGIMNRRSSSST: TRANSMIGRASSES
AAEGIMOORRSSTT: STOMATORRAGIES
AAEGINNNOORSST: ANTAGONISERONS
AAEGINNNOORSTT: ANTAGONISERONT
AAEGINNNORSSST: ORGANSINASSENT
AAEGINNNOSSSTT: TANGENTASSIONS
AAEGINNORSSSSU: SURNAGEASSIONS
AAEGINOOPPRSSS: PROPAGEASSIONS
AAEGINOOPRSSST: PORTAGEASSIONS
AAEGINOORSSSTU: AUTOGERASSIONS
                OUTRAGEASSIONS
AAEGINOORSSSUV: OUVRAGEASSIONS
AAEGINOPRSSTTT: PATRIGOTASSENT
AAEGINORRSSSTT: REGRATTASSIONS
AAEGINORSSSSSY: GRASSEYASSIONS
AAEGIOPRRSSVYZ: PYROGRAVASSIEZ
AAEGLMNOORSSTU: GRANULOMATOSES
AAEGLMOORSTTUU: TRAUMATOLOGUES
AAEGLNNRSSSTTU: STRANGULASSENT
AAEGMMNOPRRSST: PROGRAMMASSENT
AAEGMMOPRRRSTU: PROGRAMMATEURS
AAEGNNNNOOPRRS: PARANGONNERONS
AAEGNNNNOOPRRT: PARANGONNERONT
AAEGNOPRRSSTVY: PYROGRAVASSENT
AAEHHILMOPQTUY: HYPOTHALAMIQUE
AAEHHIMOPRRSST: AMPHIARTHROSES
AAEHHIOPPSSSTZ: PHOSPHATASSIEZ
AAEHHNOPPSSSTT: PHOSPHATASSENT
AAEHIIILOPQRSU: AQUARIOPHILIES
AAEHIIILOPRSST: HOSPITALISERAI
AAEHIIINPSSSSZ: HISPANISASSIEZ
AAEHIILMMNSSTU: MALTHUSIANISME
AAEHIILMNSSTTU: MALTHUSIANISTE
AAEHIILMOPSSST: HOSPITALISAMES
AAEHIILNORSSTT: THEATRALISIONS
AAEHIILOPRSSST: HOSPITALISERAS
AAEHIILOPSSSST: HOSPITALISASSE
AAEHIILOPSSSTT: HOSPITALISATES
AAEHIIMMNOSSTT: MATHEMATISIONS
AAEHIIMMNRSSTU: HUMANITARISMES
AAEHIIMMOPRSST: METAMORPHISAIS
AAEHIIMMOPRSTT: METAMORPHISAIT
AAEHIIMNNOOPST: SHAMPOOINAIENT
AAEHIIMNNOPSTU: SHAMPOUINAIENT
AAEHIIMNNOSSTT: METHANISATIONS
AAEHIIMNOOPRSS: SHAMPOOINERAIS
AAEHIIMNOOPRST: SHAMPOOINERAIT
AAEHIIMNOPRSSU: SHAMPOUINERAIS
AAEHIIMNOPRSTU: SHAMPOUINERAIT
AAEHIIMNORSSSZ: HARMONISASSIEZ
AAEHIIMNOSSSTU: ENTHOUSIASMAIS
AAEHIIMNOSSTTT: THEMATISATIONS
AAEHIIMNOSSTTU: ENTHOUSIASMAIT
AAEHIIMNPSSTTY: SYMPATHISAIENT
AAEHIIMNQRTTUY: ANTIARYTHMIQUE
AAEHIIMNRSSTTU: HUMANITARISTES
AAEHIIMPRSSSTY: SYMPATHISERAIS
AAEHIIMPRSSTTY: SYMPATHISERAIT
AAEHIINNOPRSTT: ANTHROPISAIENT
AAEHIINNPSSSST: HISPANISASSENT
AAEHIINOPRRSST: ANTHROPISERAIS
AAEHIINOPRRSTT: ANTHROPISERAIT
AAEHIINOPRSTTY: PHYTOSANITAIRE
AAEHIINOPSSTTY: HYPOSTASIAIENT
AAEHIINORSSTTU: THESAURISATION
AAEHIIOPRSSSTY: HYPOSTASIERAIS
AAEHIIOPRSSTTY: HYPOSTASIERAIT
AAEHIKMNOSSSTV: STAKHANOVISMES
AAEHIKNOSSSTTV: STAKHANOVISTES
AAEHILLOPSTUVV: VALVULOPATHIES
AAEHILMNNOOPPR: PARAMINOPHENOL
AAEHILOPRRSSTT: ARTHROPLASTIES
AAEHIMMNNRSSTU: TRANSHUMANISME
AAEHIMMNOPRSTT: METAMORPHISANT
AAEHIMMNOQSTUY: MYTHOMANIAQUES
AAEHIMMOOPRSST: METAMORPHOSAIS
AAEHIMMOOPRSTT: METAMORPHOSAIT
AAEHIMNNOPRSST: PHANTASMERIONS
AAEHIMNNORSSST: HARMONISASSENT
AAEHIMNNOSSTTU: ENTHOUSIASMANT
AAEHIMNNRSSTTU: TRANSHUMANISTE
AAEHIMNOOPSSSS: SHAMPOOINASSES
AAEHIMNOPSSSSU: SHAMPOUINASSES
AAEHIMNPSSSTTY: SYMPATHISANTES
AAEHIMNRSSSTUZ: TRANSHUMASSIEZ
AAEHIMPSSSSSTY: SYMPATHISASSES
AAEHINNNOQRSTU: ANTHRAQUINONES
AAEHINOOPPRSTT: APOSTROPHAIENT
AAEHINOPQRTTUU: NATUROPATHIQUE
AAEHINOPRSSSST: ANTHROPISASSES
AAEHINORSSSSSU: REHAUSSASSIONS
AAEHINOSSSSSUX: EXHAUSSASSIONS
AAEHIOOPPRRSST: APOSTROPHERAIS
AAEHIOOPPRRSTT: APOSTROPHERAIT
AAEHIOPPRSSTTY: PHYTOPARASITES
AAEHIOPSSSSSTY: HYPOSTASIASSES
AAEHIRSSSSSUUZ: SURHAUSSASSIEZ
AAEHLOOQSSSTTU: THALASSOTOQUES
AAEHMMNOOPRSTT: METAMORPHOSANT
AAEHMNNRSSSTTU: TRANSHUMASSENT
AAEHNRSSSSSTUU: SURHAUSSASSENT
AAEHOOPPRSSSST: APOSTROPHASSES
AAEIIIIILNNSTT: INITIALISAIENT
AAEIIIIILNRSST: INITIALISERAIS
                REINITIALISAIS
AAEIIIIILNRSTT: INITIALISERAIT
                REINITIALISAIT
AAEIIIILMMNNST: MINIMALISAIENT
AAEIIIILMMNRSS: MINIMALISERAIS
AAEIIIILMMNRST: MINIMALISERAIT
AAEIIIILMNRSTT: MILITARISAIENT
AAEIIIILMRRSST: MILITARISERAIS
                REMILITARISAIS
AAEIIIILMRRSTT: MILITARISERAIT
                REMILITARISAIT
AAEIIIILNNRSTT: REINITIALISANT
AAEIIIILNSSSST: INITIALISASSES
AAEIIIIMNRRSTU: MINIATURISERAI
AAEIIIKLNOSSSZ: KAOLINISASSIEZ
AAEIIIKNNORSTT: KERATINISATION
AAEIIILLMRSSTZ: MITRAILLASSIEZ
AAEIIILLNORSTV: AVITAILLERIONS
AAEIIILLNOSTTV: VOLATILISAIENT
AAEIIILLORSSTV: VOLATILISERAIS
AAEIIILLORSTTV: VOLATILISERAIT
AAEIIILLRRSSST: TRESSAILLIRAIS
AAEIIILLRRSSTT: TRESSAILLIRAIT
AAEIIILMMNSSSS: MINIMALISASSES
AAEIIILMMORRST: IMMORTALISERAI
AAEIIILMNNNOST: NOMINALISAIENT
AAEIIILMNNORSS: ANIMALISERIONS
                NOMINALISERAIS
AAEIIILMNNORST: MINERALISATION
                NOMINALISERAIT
AAEIIILMNOPSTT: OPTIMALISAIENT
AAEIIILMNORRST: IRRATIONALISME
AAEIIILMNORSST: MATERIALISIONS
AAEIIILMNORSTV: VOLTAIRIANISME
AAEIIILMNPRRSU: SUPRALIMINAIRE
AAEIIILMNRRSTT: REMILITARISANT
AAEIIILMOPRSST: OPTIMALISERAIS
AAEIIILMOPRSTT: OPTIMALISERAIT
AAEIIILMORSSST: ASSIMILATOIRES
AAEIIILMRSSSST: MILITARISASSES
AAEIIILNNORSST: ITALIANISERONS
                LINEARISATIONS
AAEIIILNNORSTT: ITALIANISERONT
AAEIIILNNOSSSZ: LIAISONNASSIEZ
AAEIIILNOPSSTT: POTENTIALISAIS
AAEIIILNOPSTTT: POTENTIALISAIT
AAEIIILNOQRTUV: ANTIVARIOLIQUE
AAEIIILNORRSTT: IRRATIONALISTE
                IRRATIONALITES
AAEIIILNORSTTT: LATERITISATION
AAEIIILNORSTTV: RELATIVISATION
                REVITALISATION
AAEIIILNPSSSTZ: PLATINISASSIEZ
AAEIIILNRSSSUV: UNIVERSALISAIS
AAEIIILNRSSTUV: UNIVERSALISAIT
AAEIIILNRSTTTU: TITULARISAIENT
AAEIIILNRSTTUV: VIRTUALISAIENT
AAEIIILPRRSSTU: SPIRITUALISERA
AAEIIILPRSSSUV: PREVISUALISAIS
AAEIIILPRSSTUV: PREVISUALISAIT
AAEIIILRRSSTTU: TITULARISERAIS
AAEIIILRRSSTUV: VIRTUALISERAIS
AAEIIILRRSTTTU: TITULARISERAIT
AAEIIILRRSTTUV: VIRTUALISERAIT
AAEIIILRSSSTUZ: RITUALISASSIEZ
AAEIIILSSSSUVZ: VISUALISASSIEZ
AAEIIIMMNRSSTU: MINIATURISAMES
AAEIIIMNOPRRST: IMPATRONISERAI
AAEIIIMNPRSSTT: IMPARTISSAIENT
AAEIIIMNQRSSTU: MARTINIQUAISES
AAEIIIMNRRSSTU: MINIATURISERAS
AAEIIIMNRSSSTU: MINIATURISASSE
AAEIIIMNRSSTTU: MINIATURISATES
AAEIIIMPRSSSVZ: VAMPIRISASSIEZ
AAEIIINNOPPRTT: APPOINTIRAIENT
AAEIIINNOPRRTT: PARTITIONNERAI
                RAPOINTIRAIENT
AAEIIINOPPRSTV: APPRIVOISAIENT
AAEIIINOPRSSTZ: OPINIATRASSIEZ
AAEIIINORRSTTT: TERTIARISATION
AAEIIIOPPRRSSV: APPRIVOISERAIS
AAEIIIOPPRRSTV: APPRIVOISERAIT
AAEIIIOSSSSTUZ: AUTOSAISISSIEZ
AAEIIIPRSSSTVZ: PRIVATISASSIEZ
AAEIIJLLNNOSSS: ENJAILLASSIONS
AAEIIJLLNOSSTV: JAVELLISATIONS
AAEIIJLNNORSTU: JOURNALISAIENT
AAEIIJLNORRSSU: JOURNALISERAIS
AAEIIJLNORRSTU: JOURNALISERAIT
AAEIIJSSSSSTTU: ASSUJETTISSAIS
AAEIIJSSSSTTTU: ASSUJETTISSAIT
AAEIIKLNNOSSST: KAOLINISASSENT
AAEIIKNOPRRSST: PARKERISATIONS
AAEIILLMMNOSSS: EMMAILLASSIONS
AAEIILLMNNOTTU: MULTINATIONALE
AAEIILLMNOPSSS: EMPAILLASSIONS
AAEIILLMNORSSS: REMAILLASSIONS
AAEIILLMNORSST: RAMOLLISSAIENT
AAEIILLMNOSSSS: MESALLIASSIONS
AAEIILLMNOSSST: MAILLETASSIONS
AAEIILLMNOSSTT: METALLISATIONS
AAEIILLMNRSSTT: MITRAILLASSENT
AAEIILLMORSSTU: MOUILLASSERAIT
AAEIILLNNNOPPT: PAPILLONNAIENT
AAEIILLNNNOTTT: TATILLONNAIENT
AAEIILLNNNOTUV: ALLUVIONNAIENT
AAEIILLNNOPPRS: PAPILLONNERAIS
AAEIILLNNOPPRT: PAPILLONNERAIT
AAEIILLNNOPRSV: PAVILLONNAIRES
AAEIILLNNOPRTU: PLURINATIONALE
AAEIILLNNOPSSZ: PAILLASSONNIEZ
                PAILLONNASSIEZ
AAEIILLNNORRST: TRAINAILLERONS
AAEIILLNNORRTT: TRAINAILLERONT
AAEIILLNNORSTT: REINSTALLATION
                TATILLONNERAIS
AAEIILLNNORSUV: ALLUVIONNAIRES
                ALLUVIONNERAIS
AAEIILLNNORTTT: TATILLONNERAIT
AAEIILLNNORTTU: TOURNAILLAIENT
AAEIILLNNORTUV: ALLUVIONNERAIT
AAEIILLNNOSSST: ENTAILLASSIONS
                TENAILLASSIONS
AAEIILLNNOSSSZ: SONNAILLASSIEZ
AAEIILLNNPRTUU: PLURIANNUALITE
AAEIILLNOPPRRS: RAPPAREILLIONS
AAEIILLNOPRTTU: PATROUILLAIENT
AAEIILLNOPSSST: PAILLETASSIONS
AAEIILLNORRSTU: TOURNAILLERAIS
AAEIILLNORRSTV: RAVITAILLERONS
                RETRAVAILLIONS
                TRAVAILLERIONS
AAEIILLNORRTTU: TOURNAILLERAIT
AAEIILLNORRTTV: RAVITAILLERONT
AAEIILLNORSSST: RETAILLASSIONS
AAEIILLNOSSSTT: SATELLISATIONS
AAEIILLNOSSTTU: TOUSSAILLAIENT
AAEIILLNQRRSTU: TRANQUILLISERA
AAEIILLOPPSSTZ: PAPILLOTASSIEZ
AAEIILLOPRRSTU: PATROUILLERAIS
AAEIILLOPRRTTU: PATROUILLERAIT
                TRIPATOUILLERA
AAEIILLOPSSSTZ: APOSTILLASSIEZ
AAEIILLOPSSTUZ: PATOUILLASSIEZ
AAEIILLORRSSTZ: TORRAILLASSIEZ
AAEIILLORSSSTU: TOUSSAILLERAIS
AAEIILLORSSSUZ: ARSOUILLASSIEZ
AAEIILLORSSTTU: TOUSSAILLERAIT
AAEIILLOSSSSTV: VOLATILISASSES
