AAAAABBCDRRS: ABRACADABRAS
AAEEIOPRSSSU: EPOUAIRASSES
AAEEIOPRSSTU: POIREAUTASSE
AAEEIOPRSSTZ: APOSTASIEREZ
AAEEIOPRSSVZ: EVAPORASSIEZ
AAEEIOPRSTTU: POIREAUTATES
AAEEIOQRSTTU: AEROSTATIQUE
AAEEIPPRRRST: RAPPRETERAIS
AAEEIPPRRRTT: RAPPRETERAIT
AAEEIPPRRSSS: PAPERASSIERS
AAEEIPPRRSST: APPERTISERAS
AAEEIPPRRSSU: PAUPERISERAS
AAEEIPPRRSSZ: PREPARASSIEZ
AAEEIPPRSSST: APPERTISASSE
AAEEIPPRSSSU: PAUPERISASSE
AAEEIPPRSSTT: APPERTISATES
AAEEIPPRSSTU: PAUPERISATES
AAEEIPPRSSTZ: APPRETASSIEZ
AAEEIPPRSSYZ: PREPAYASSIEZ
AAEEIPPSSSTU: PIPEAUTASSES
AAEEIPQRRRUV: PREVARIQUERA
AAEEIPQRRSTU: PARQUETERAIS
AAEEIPQRRTTU: PARQUETERAIT
              PARQUETTERAI
AAEEIPQRSTTU: PAQUETTERAIS
AAEEIPQRTTTU: PAQUETTERAIT
AAEEIPQSSTUZ: PAQUETASSIEZ
AAEEIPRRRTTZ: RATTRAPERIEZ
AAEEIPRRSSST: RAPETISSERAS
              RETAPISSERAS
              TREPASSERAIS
AAEEIPRRSSTT: PRESTATAIRES
              TREPASSERAIT
AAEEIPRRSSTU: PASTEURISERA
AAEEIPRSSSST: RAPETISSASSE
              RETAPISSASSE
AAEEIPRSSSSV: PREAVISASSES
AAEEIPRSSSSZ: PARESSASSIEZ
              REPASSASSIEZ
AAEEIPRSSSTT: RAPETISSATES
              RETAPISSATES
              SEPARATISTES
AAEEIPRSSSTX: EXPATRIASSES
AAEEIPRSSSTZ: ESTRAPASSIEZ
AAEEIPSSSSST: APETISSASSES
              ASEPTISASSES
AAEEIPSSSSTZ: PETASSASSIEZ
AAEEIPSSSSXZ: EXPASSASSIEZ
AAEEIQRRTTUZ: RATTAQUERIEZ
AAEEIQRSSTUZ: ETARQUASSIEZ
AAEEIRRRSSST: TERRASSERAIS
AAEEIRRRSSSU: REASSURERAIS
AAEEIRRRSSTT: TERRASSERAIT
AAEEIRRRSSTU: REASSURERAIT
              RESTAURERAIS
AAEEIRRRSSTV: RETRAVERSAIS
              TRAVERSERAIS
AAEEIRRRSTTU: RESTAURERAIT
AAEEIRRRSTTV: RETRAVERSAIT
              TRAVERSERAIT
AAEEIRRSSSSS: RESSASSERAIS
AAEEIRRSSSST: RESSASSERAIT
AAEEIRRSSSTT: RETRAITASSES
AAEEIRRSSSTU: RESSAUTERAIS
AAEEIRRSSTTU: RESSAUTERAIT
              TRESSAUTERAI
AAEEIRRSSTTZ: ATTERRASSIEZ
AAEEIRRSTTUV: RESTAURATIVE
AAEEIRSSSSTZ: ESSARTASSIEZ
AAEEIRSSSSVZ: REVASSASSIEZ
AAEEIRSSSSYZ: RESSAYASSIEZ
AAEEISSSTTTZ: ATTESTASSIEZ
AAEEJNRRSSTT: JARRETASSENT
AAEEJRSSSSTU: REAJUSTASSES
AAEEKMNRSSTT: MARKETASSENT
AAEELLMNQRTU: MAQUERELLANT
AAEELLPRSSTU: PASTEURELLAS
AAEELLPSSSST: PASTELLASSES
AAEELMMNNORT: ANORMALEMENT
AAEELMMNNOSU: AMEULONNAMES
AAEELMMNNSST: MALMENASSENT
AAEELMMNPSST: EMPALMASSENT
AAEELMNNORSU: AMEULONNERAS
AAEELMNNOSSU: AMEULONNASSE
AAEELMNNOSTU: AMEULONNATES
AAEELMNNPRTT: PARLEMENTANT
AAEELMNNSSTT: LAMENTASSENT
AAEELMNORTXY: MYORELAXANTE
AAEELMNRSSTT: MARTELASSENT
AAEELMNRSSVY: ANEVRYSMALES
AAEELMOPRSTX: EXTRAPOLAMES
AAEELMPRSSST: EMPLATRASSES
AAEELMRSSSTU: MATELASSURES
AAEELMRSSUUV: SUREVALUAMES
AAEELNNOSSST: ETALONNASSES
AAEELNNPQRTU: PALANQUERENT
AAEELNNPRSTT: TRANSPLANTEE
AAEELNNPSSTT: PANTELASSENT
AAEELNNPSTTV: PENTAVALENTS
AAEELNNRSSST: LANTERNASSES
AAEELNNRSSTT: ALTERNASSENT
AAEELNORSSTU: AUREOLASSENT
AAEELNOTTUUV: AUTOEVALUENT
AAEELNPPRSST: RAPPELASSENT
AAEELNPRRSST: REPARLASSENT
AAEELNPRRSTY: PARALYSERENT
AAEELNPRSSST: REPLANTASSES
AAEELNPRSSTV: PRELAVASSENT
AAEELNPRSTTT: TRANSPALETTE
AAEELNPSSSTX: EXPLANTASSES
AAEELNRRSSTV: TRANSVERSALE
AAEELNRRSTTU: ALTERNATEURS
AAEELNRRSTTZ: TRANSLATEREZ
AAEELNRSTTTV: TETRAVALENTS
AAEELOOPRSST: AEROPOSTALES
AAEELOPRRSTX: EXTRAPOLERAS
AAEELOPRSSTX: EXTRAPOLASSE
AAEELOPRSTTX: EXTRAPOLATES
AAEELORSSSSS: ASSESSORALES
AAEELPRRSSST: REPLATRASSES
AAEELPRSSSSS: PRELASSASSES
AAEELPRSSSST: SALPETRASSES
AAEELRRSSUUV: SUREVALUERAS
AAEELRSSSUUV: SUREVALUASSE
AAEELRSSTUUV: SUREVALUATES
AAEEMMNORSUV: MANOEUVRAMES
AAEEMMNPSSTU: EMPAUMASSENT
AAEEMMNRSSST: RAMASSEMENTS
AAEEMMOQSSTU: ESTOMAQUAMES
AAEEMNNNPRTT: PERMANENTANT
AAEEMNNNPSST: EMPANNASSENT
AAEEMNNOSSTU: ENSOUTANAMES
AAEEMNNPSSTT: PASSEMENTANT
AAEEMNNRSSTT: ASSARMENTENT
              ASSERMENTANT
              MATERNASSENT
              RENTAMASSENT
AAEEMNOOSSST: ANASTOMOSEES
AAEEMNOPRTTU: PORTEMANTEAU
AAEEMNOPSTUV: EPOUVANTAMES
AAEEMNORRSUV: MANOEUVRERAS
AAEEMNORSSSU: ENAMOURASSES
AAEEMNORSSUV: MANOEUVRASSE
AAEEMNORSTUV: MANOEUVRATES
AAEEMNPPRSST: EPAMPRASSENT
AAEEMNPPRSTT: APPARTEMENTS
AAEEMNPQRTTU: REMPAQUETANT
AAEEMNPRSSST: PARSEMASSENT
AAEEMNPSSSTT: ESTAMPASSENT
AAEEMNPSSTTT: EMPATTASSENT
AAEEMNQRRTTU: MATRAQUERENT
AAEEMNRSSSST: SARMENTASSES
AAEEMNRSSTTT: TREMATASSENT
AAEEMNRSSTTU: RAMEUTASSENT
AAEEMOQRSSTU: ESTOMAQUERAS
AAEEMOQSSSTU: ESTOMAQUASSE
AAEEMOQSSTTU: ESTOMAQUATES
AAEEMORSSSTY: ATERMOYASSES
AAEEMPRSSSTT: ATTREMPASSES
AAEEMQRRSSSU: REMARQUASSES
AAEEMQRRSTTU: MARQUETTERAS
AAEEMQRSSSTU: MARQUETASSES
AAEEMQRSSTUU: MATRAQUEUSES
AAEEMQSSSTTU: MAQUETTASSES
AAEEMRSSSTTU: TRESSAUTAMES
AAEENNOPRRRT: PARATONNERRE
AAEENNOPRRST: RAPATRONNEES
AAEENNORSSTU: ENSOUTANERAS
AAEENNOSSSTU: ENSOUTANASSE
AAEENNOSSTTU: ENSOUTANATES
AAEENNPRRSTT: TRANSPARENTE
AAEENNPRSSTT: ARPENTASSENT
              TREPANASSENT
AAEENNPRSTUU: PANNEAUTEURS
AAEENNPSSSTT: ESPANTASSENT
AAEENNPSSTTT: PATENTASSENT
AAEENNRRRTTW: WARRANTERENT
AAEENNRRSSST: RASSERENANTS
AAEENNRRSSTT: ARRENTASSENT
AAEENNRSSTTT: ENTARTASSENT
AAEENNRSSTTV: ENTRAVASSENT
AAEENNSSSSTT: ENTASSASSENT
AAEENNSSTTTT: ATTENTASSENT
AAEENNSSTTTU: ATTENUASSENT
AAEENNSSTTTV: NAVETTASSENT
AAEENOPRSSTV: EVAPORASSENT
AAEENOPRSTUV: EPOUVANTERAS
AAEENOPSSSST: ANTEPOSASSES
AAEENOPSSTUV: EPOUVANTASSE
AAEENOPSTTUV: EPOUVANTATES
AAEENPPRRRTU: REAPPARURENT
AAEENPPRRSST: PREPARASSENT
AAEENPPRSSTT: APPRETASSENT
AAEENPPRSSTY: PREPAYASSENT
AAEENPQSSTTU: PAQUETASSENT
AAEENPRRRTTT: RATTRAPERENT
AAEENPRSSSST: PARESSASSENT
              REPASSASSENT
AAEENPRSSSTT: ESTRAPASSENT
AAEENPSSSSTT: PETASSASSENT
AAEENPSSSSTX: EXPASSASSENT
AAEENQRRTTTU: RATTAQUERENT
AAEENQRSSTTU: ETARQUASSENT
AAEENRRRSTTV: RETRAVERSANT
AAEENRRSSSTT: ENTARTRASSES
AAEENRRSSSTY: RENTRAYASSES
AAEENRRSSTTT: ATTERRASSENT
AAEENRRSSTTV: TRAVERSANTES
AAEENRRSSTVZ: TRANSVASEREZ
AAEENRSSSSTT: ESSARTASSENT
AAEENRSSSSTV: REVASSASSENT
AAEENRSSSSTY: RESSAYASSENT
AAEENRSSSTUV: AVENTURASSES
AAEENRSTTTUU: ATTENUATEURS
AAEENSSSTTTT: ATTESTASSENT
AAEEOPRRSSTU: OUTREPASSERA
AAEEOPRRSTUV: EVAPORATEURS
AAEEOQRRSTUU: RASTAQUOUERE
AAEEPPRRRSTU: PREPARATEURS
AAEEPPRRSSST: RAPPRETASSES
AAEEPPRRSSSU: REAPPARUSSES
AAEEPQRRSTTU: PARQUETTERAS
AAEEPQRSSSTU: PARQUETASSES
AAEEPRSSSSST: TREPASSASSES
AAEERRRSTTUU: RESTAURATEUR
AAEERRSSSSST: TERRASSASSES
AAEERRSSSSSU: REASSURASSES
AAEERRSSSSTU: RESTAURASSES
AAEERRSSSSTV: TRAVERSASSES
AAEERRSSSTTU: TRESSAUTERAS
AAEERSSSSSSS: RESSASSASSES
AAEERSSSSSTU: RESSAUTASSES
AAEERSSSSTTU: TRESSAUTASSE
AAEERSSSTTTU: TRESSAUTATES
AAEFFGIINRTT: GRAFFITAIENT
AAEFFGIIRRST: GRAFFITERAIS
AAEFFGIIRRTT: GRAFFITERAIT
AAEFFGIIRSSZ: AGRIFFASSIEZ
AAEFFGILLORU: FARFOUILLAGE
AAEFFGINRSST: AGRIFFASSENT
AAEFFGIORRUZ: AFFOURRAGIEZ
AAEFFGIOSSTU: AFFOUAGISTES
AAEFFGIRSSST: GRAFFITASSES
AAEFFGNOORSU: AFFOUAGERONS
              AFFOURAGEONS
AAEFFGNOORTU: AFFOUAGERONT
AAEFFGNORRTU: AFFOURRAGENT
AAEFFGNRSSTU: SUFFRAGANTES
AAEFFIIILNST: FALSIFIAIENT
AAEFFIIILRSS: FALSIFIERAIS
AAEFFIIILRST: FALSIFIERAIT
AAEFFIIILSSZ: AFFILIASSIEZ
AAEFFIIINRST: AFFINITAIRES
AAEFFIILLORU: AFFOUILLERAI
AAEFFIILNORT: AFFRIOLAIENT
AAEFFIILNSST: AFFILIASSENT
AAEFFIILORRS: AFFRIOLERAIS
AAEFFIILORRT: AFFRIOLERAIT
AAEFFIILSSSS: FALSIFIASSES
AAEFFIILSSUZ: FAUFILASSIEZ
AAEFFIIMRRRS: RAFFERMIRAIS
AAEFFIIMRRRT: RAFFERMIRAIT
AAEFFIIMRSSS: AFFERMISSAIS
AAEFFIIMRSST: AFFERMISSAIT
AAEFFIIMRSSZ: AFFIRMASSIEZ
AAEFFIIMRSTV: AFFIRMATIVES
AAEFFIINORRS: AFFAIRERIONS
AAEFFIINORST: AFFAITERIONS
AAEFFIINOSST: ASSOIFFAIENT
AAEFFIINRSSZ: RAFFINASSIEZ
AAEFFIINRTTU: AFFRUITAIENT
AAEFFIIORRST: FORFAITAIRES
              FORFAITISERA
AAEFFIIORSSS: ASSOIFFERAIS
AAEFFIIORSST: ASSOIFFERAIT
AAEFFIIRRSTU: AFFRUITERAIS
AAEFFIIRRTTU: AFFRUITERAIT
AAEFFILLMOSU: AFFOUILLAMES
AAEFFILLORRU: FARFOUILLERA
AAEFFILLORSU: AFFOUILLERAS
AAEFFILLOSSU: AFFOUILLASSE
AAEFFILLOSTU: AFFOUILLATES
AAEFFILNORST: AFFRIOLANTES
AAEFFILNSSTU: FAUFILASSENT
AAEFFILORSSS: AFFRIOLASSES
AAEFFILORSSZ: RAFFOLASSIEZ
AAEFFILOSSUZ: AFFLOUASSIEZ
AAEFFIMNRSST: AFFERMISSANT
              AFFIRMASSENT
AAEFFIMRRSTU: AFFIRMATEURS
AAEFFINNNORZ: FANFARONNIEZ
AAEFFINNORTT: AFFRONTAIENT
AAEFFINNOSSS: EFFANASSIONS
AAEFFINNRSST: RAFFINASSENT
AAEFFINORRST: AFFRONTERAIS
AAEFFINORRTT: AFFRONTERAIT
AAEFFINORSSS: AFFAISSERONS
              AFFERASSIONS
              EFFARASSIONS
AAEFFINORSST: AFFAISSERONT
AAEFFIOSSSSS: ASSOIFFASSES
AAEFFIRSSSTU: AFFRUITASSES
AAEFFIRSSTUZ: RAFFUTASSIEZ
AAEFFLNORSST: RAFFOLASSENT
AAEFFLNOSSTU: AFFLOUASSENT
AAEFFNNNNORT: FANFARONNENT
AAEFFNORSSST: AFFRONTASSES
AAEFFNRSSTTU: RAFFUTASSENT
AAEFGGIINNRT: GRAFIGNAIENT
AAEFGGIINRRS: GRAFIGNERAIS
AAEFGGIINRRT: GRAFIGNERAIT
AAEFGGINRSSS: GRAFIGNASSES
AAEFGIIILNRR: FILIGRANERAI
AAEFGIIILRRS: FRAGILISERAI
AAEFGIIIMNNT: MAGNIFIAIENT
AAEFGIIIMNRS: MAGNIFIERAIS
AAEFGIIIMNRT: MAGNIFIERAIT
AAEFGIIINRTT: GRATIFIAIENT
AAEFGIIIRRST: GRATIFIERAIS
AAEFGIIIRRTT: GRATIFIERAIT
AAEFGIIISSTZ: GATIFIASSIEZ
AAEFGIILMNRS: FILIGRANAMES
AAEFGIILMRSS: FRAGILISAMES
AAEFGIILNRRS: FILIGRANERAS
AAEFGIILNRSS: FILIGRANASSE
AAEFGIILNRST: FILIGRANATES
              FRAGILISANTE
AAEFGIILRRSS: FRAGILISERAS
AAEFGIILRSSS: FRAGILISASSE
AAEFGIILRSST: FRAGILISATES
AAEFGIIMNSSS: MAGNIFIASSES
AAEFGIINNPRR: FRANGIPANIER
AAEFGIINRSTT: GRATIFIANTES
AAEFGIINSSTT: GATIFIASSENT
AAEFGIIRSSST: GRATIFIASSES
AAEFGIISSTUZ: FATIGUASSIEZ
AAEFGILLLNOT: FLAGELLATION
AAEFGILMNNST: FLAMINGANTES
AAEFGILMNSTT: FLEGMATISANT
AAEFGILNNORT: FLAGORNAIENT
AAEFGILNORRS: FLAGORNERAIS
AAEFGILNORRT: FLAGORNERAIT
AAEFGILORSST: RAFISTOLAGES
AAEFGIMNRTTU: ARGUMENTATIF
AAEFGIMNSTTU: AUGMENTATIFS
AAEFGINORRRS: RAGRAFERIONS
AAEFGINORSSS: SANFORISAGES
AAEFGINSSTTU: FATIGUASSENT
AAEFGIORRRSU: FOURRAGERAIS
AAEFGIORRRTU: FOURRAGERAIT
AAEFGLNOPSTU: PANTOUFLAGES
AAEFGLNORSSS: FLAGORNASSES
AAEFGNNORRSU: NAUFRAGERONS
AAEFGNNORRTU: NAUFRAGERONT
AAEFHIIINTTU: AUTHENTIFIAI
AAEFHIINSTTU: AUTHENTIFIAS
AAEFHIINTTTU: AUTHENTIFIAT
AAEFIIIILLRS: FILIALISERAI
AAEFIIILLMMS: FAMILIALISME
AAEFIIILLMNU: UNIFAMILIALE
AAEFIIILLMSS: FILIALISAMES
AAEFIIILLMST: FAMILIALISTE
AAEFIIILLNRT: FAILLIRAIENT
AAEFIIILLRSS: FILIALISERAS
AAEFIIILLSSS: FILIALISASSE
AAEFIIILLSST: FILIALISATES
AAEFIIILMNPT: AMPLIFIAIENT
AAEFIIILMPRS: AMPLIFIERAIS
              PLASMIFIERAI
AAEFIIILMPRT: AMPLIFIERAIT
AAEFIIILMRRS: FAMILIARISER
AAEFIIILMRSS: FAMILIARISES
AAEFIIILMRST: FAMILIARITES
AAEFIIILMRSZ: FAMILIARISEZ
AAEFIIILNNPT: PLANIFIAIENT
AAEFIIILNNST: FINALISAIENT
AAEFIIILNPRS: PLANIFIERAIS
AAEFIIILNPRT: PLANIFIERAIT
AAEFIIILNQTU: QUALIFIAIENT
AAEFIIILNRSS: FINALISERAIS
AAEFIIILNRST: FINALISERAIT
              FINALITAIRES
AAEFIIILPRST: PLASTIFIERAI
AAEFIIILPSSZ: PALIFIASSIEZ
AAEFIIILQRSU: QUALIFIERAIS
              REQUALIFIAIS
AAEFIIILQRTU: QUALIFIERAIT
              REQUALIFIAIT
AAEFIIILSSSZ: SALIFIASSIEZ
AAEFIIIMNSST: MASSIFIAIENT
AAEFIIIMRSSS: MASSIFIERAIS
AAEFIIIMRSST: MASSIFIERAIT
AAEFIIIMRSSZ: RAMIFIASSIEZ
AAEFIIIMSSTZ: MATIFIASSIEZ
AAEFIIINNSSZ: NANIFIASSIEZ
AAEFIIINOPRS: SAPONIFIERAI
AAEFIIINPSSZ: PANIFIASSIEZ
AAEFIIINQRTU: QUANTIFIERAI
AAEFIIINRSTT: STARIFIAIENT
AAEFIIINSSTT: INSATISFAITE
AAEFIIINSSZZ: NAZIFIASSIEZ
AAEFIIIRRSST: STARIFIERAIS
AAEFIIIRRSTT: STARIFIERAIT
              STRATIFIERAI
AAEFIIIRSSTZ: RATIFIASSIEZ
              TARIFIASSIEZ
AAEFIIIRSSUZ: AURIFIASSIEZ
AAEFIIISSSTZ: SATISFAISIEZ
AAEFIILLNOTU: FOUAILLAIENT
AAEFIILLNSTU: ENFUTAILLAIS
AAEFIILLNTTU: ENFUTAILLAIT
AAEFIILLORSU: FOUAILLERAIS
AAEFIILLORTU: FOUAILLERAIT
AAEFIILLRSTT: ALLITERATIFS
AAEFIILMMPSS: PLASMIFIAMES
AAEFIILMNPST: AMPLIFIANTES
AAEFIILMORRS: FORMALISERAI
AAEFIILMPRSS: PLASMIFIERAS
AAEFIILMPSSS: AMPLIFIASSES
              PLASMIFIASSE
AAEFIILMPSST: PLASMIFIATES
              PLASTIFIAMES
AAEFIILNPSSS: PLANIFIASSES
AAEFIILNPSST: PALIFIASSENT
AAEFIILNPSTT: PLASTIFIANTE
AAEFIILNQRTU: REQUALIFIANT
AAEFIILNQSTU: QUALIFIANTES
AAEFIILNRRST: TRANSFILERAI
AAEFIILNSSSS: FINALISASSES
AAEFIILNSSST: SALIFIASSENT
AAEFIILORRST: RAFISTOLERAI
AAEFIILPRSST: PLASTIFIERAS
AAEFIILPRSSZ: PARFILASSIEZ
AAEFIILPSSST: PLASTIFIASSE
AAEFIILPSSTT: PLASTIFIATES
AAEFIILQSSSU: QUALIFIASSES
AAEFIIMNOPSS: SAPONIFIAMES
AAEFIIMNQSTU: QUANTIFIAMES
AAEFIIMNRSST: FRIMASSAIENT
              RAMIFIASSENT
AAEFIIMNSSTT: MATIFIASSENT
AAEFIIMRRSSS: FRIMASSERAIS
AAEFIIMRRSST: FRIMASSERAIT
AAEFIIMRSSTT: STRATIFIAMES
AAEFIIMSSSSS: MASSIFIASSES
AAEFIINNNOST: FAINEANTIONS
AAEFIINNNSST: NANIFIASSENT
AAEFIINNPSST: PANIFIASSENT
AAEFIINNSSTZ: NAZIFIASSENT
AAEFIINOPRSS: SAPONIFIERAS
AAEFIINOPRSU: ENFIROUAPAIS
AAEFIINOPRTU: ENFIROUAPAIT
AAEFIINOPSSS: SAPONIFIASSE
AAEFIINOPSST: SAPONIFIATES
AAEFIINORSTV: FAVORISAIENT
AAEFIINQRSTU: QUANTIFIERAS
AAEFIINQRTTU: TRAFIQUAIENT
AAEFIINQSSTU: QUANTIFIASSE
AAEFIINQSTTU: QUANTIFIATES
AAEFIINRRSST: FRATERNISAIS
AAEFIINRRSTT: FRATERNISAIT
AAEFIINRSSTT: RATIFIASSENT
              TARIFIASSENT
AAEFIINRSSTU: AURIFIASSENT
              SURFAISAIENT
AAEFIINSSSSZ: FINASSASSIEZ
AAEFIINSSSTT: FANTAISISTES
AAEFIINSSTUZ: INFATUASSIEZ
AAEFIINSTTTU: STATUFIAIENT
AAEFIIORRSSV: FAVORISERAIS
AAEFIIORRSTV: FAVORISERAIT
AAEFIIQRRSTU: TRAFIQUERAIS
AAEFIIQRRTTU: TRAFIQUERAIT
AAEFIIRRSSTT: STRATIFIERAS
AAEFIIRSSSST: STARIFIASSES
AAEFIIRSSSTT: STRATIFIASSE
AAEFIIRSSTTT: STRATIFIATES
AAEFIIRSSTTU: STATUFIERAIS
AAEFIIRSTTTU: STATUFIERAIT
AAEFIISSSSTZ: SATISFASSIEZ
AAEFILLNNTTU: ENFUTAILLANT
AAEFILLOSSSU: FOUAILLASSES
AAEFILMMNRTU: INFLAMMATEUR
AAEFILMMORSS: FORMALISAMES
AAEFILMMORTV: MALFORMATIVE
AAEFILMNNOPS: EMPLAFONNAIS
AAEFILMNNOPT: EMPLAFONNAIT
AAEFILMNORTU: MAROUFLAIENT
AAEFILMNRSST: TRANSFILAMES
AAEFILMORRSS: FORMALISERAS
AAEFILMORRSU: MAROUFLERAIS
AAEFILMORRTU: MAROUFLERAIT
AAEFILMORSSS: FORMALISASSE
AAEFILMORSST: FORMALISATES
              RAFISTOLAMES
AAEFILMORSSZ: MORFALASSIEZ
AAEFILNNNOPT: PLAFONNAIENT
AAEFILNNOPRS: PLAFONNERAIS
AAEFILNNOPRT: PLAFONNERAIT
AAEFILNOPRTU: PANTOUFLERAI
AAEFILNORSSS: ERAFLASSIONS
AAEFILNORSST: SOLFATARIENS
AAEFILNPRSST: PARFILASSENT
AAEFILNQSSUZ: FLANQUASSIEZ
AAEFILNRRSST: TRANSFILERAS
AAEFILNRSSST: TRANSFILASSE
AAEFILNRSSTT: TRANSFILATES
AAEFILORRSST: RAFISTOLERAS
AAEFILORSSST: RAFISTOLASSE
AAEFILORSSTT: RAFISTOLATES
AAEFILORSSTZ: FOLATRASSIEZ
AAEFILSSSTUZ: SULFATASSIEZ
AAEFIMNNSSTT: MANIFESTANTS
AAEFIMNOQTTU: FANTOMATIQUE
AAEFIMOORRTU: AUTOFORMERAI
AAEFIMOPRRST: PREFORMATAIS
AAEFIMOPRRTT: PREFORMATAIT
AAEFIMORSSTU: FOUTIMASSERA
AAEFIMORSSTZ: FORMATASSIEZ
AAEFIMPRSSUZ: PARFUMASSIEZ
AAEFIMRSSSSS: FRIMASSASSES
AAEFINNOPRTU: ENFIROUAPANT
AAEFINNORRSS: SAFRANERIONS
AAEFINNORSST: FANATISERONS
AAEFINNORSTT: FANATISERONT
AAEFINNRRSTT: FRATERNISANT
AAEFINNSSSST: FINASSASSENT
AAEFINNSSTTU: INFATUASSENT
AAEFINOPRSSZ: PROFANASSIEZ
AAEFINORSSTV: FAVORISANTES
AAEFINOSSSSY: FASEYASSIONS
AAEFINQRSTTU: TRAFIQUANTES
AAEFINQSSTTU: FANTASTIQUES
AAEFINRRSSTU: TRANSFUSERAI
AAEFINSSSSTT: SATISFASSENT
AAEFIOQRSTTU: AQUAFORTISTE
AAEFIORSSSSV: FAVORISASSES
AAEFIPPRRRSU: SURFRAPPERAI
AAEFIQRSSSTU: TRAFIQUASSES
AAEFIRRSSTTU: RESTAURATIFS
AAEFISSSSTTU: STATUFIASSES
AAEFLMNNNOPT: EMPLAFONNANT
AAEFLMNOPSTU: PANTOUFLAMES
AAEFLMNORSST: MORFALASSENT
AAEFLMORSSSU: MAROUFLASSES
AAEFLNNNOPST: PLAFONNANTES
AAEFLNNOPSSS: PLAFONNASSES
AAEFLNNQSSTU: FLANQUASSENT
AAEFLNOPRSTU: PANTOUFLERAS
AAEFLNOPSSTU: PANTOUFLASSE
AAEFLNOPSTTU: PANTOUFLATES
AAEFLNORSSTT: FOLATRASSENT
AAEFLNSSSTTU: SULFATASSENT
AAEFMMOORSTU: AUTOFORMAMES
AAEFMNNORSST: FANTASMERONS
AAEFMNNORSTT: FANTASMERONT
AAEFMNOPRRTT: PREFORMATANT
AAEFMNORRRST: TRANSFORMERA
AAEFMNORSSTT: FORMATASSENT
AAEFMNPRSSTU: PARFUMASSENT
AAEFMNRSSSTU: TRANSFUSAMES
AAEFMOORRSTU: AUTOFORMERAS
AAEFMOORSSTU: AUTOFORMASSE
AAEFMOORSTTU: AUTOFORMATES
AAEFMPPRRSSU: SURFRAPPAMES
AAEFNNOPRSST: PROFANASSENT
AAEFNOPRRSTU: PROFANATEURS
AAEFNRRSSSTU: TRANSFUSERAS
AAEFNRSSSSTU: TRANSFUSASSE
AAEFNRSSSTTU: TRANSFUSATES
AAEFPPRRRSSU: SURFRAPPERAS
AAEFPPRRSSSU: SURFRAPPASSE
AAEFPPRRSSTU: SURFRAPPATES
AAEGGHHIIOPR: HAGIOGRAPHIE
AAEGGHHIOPRS: HAGIOGRAPHES
AAEGGHIINOPR: ANGIOGRAPHIE
AAEGGIILLRRS: GRILLAGERAIS
AAEGGIILLRRT: GRILLAGERAIT
AAEGGIILMNRT: MATRILIGNAGE
AAEGGIILNPRT: PATRILIGNAGE
AAEGGIILNRTU: AGGLUTINERAI
AAEGGIINTUZZ: ZIGZAGUAIENT
AAEGGIIRSUZZ: ZIGZAGUERAIS
AAEGGIIRTUZZ: ZIGZAGUERAIT
AAEGGILLMOSU: MAGOUILLAGES
AAEGGILLORRU: GARGOUILLERA
AAEGGILLPPRS: GRAPPILLAGES
AAEGGILMNSTU: AGGLUTINAMES
AAEGGILNNTTU: AGGLUTINANTE
AAEGGILNRSTU: AGGLUTINERAS
AAEGGILNSSTU: AGGLUTINASSE
AAEGGILNSTTU: AGGLUTINATES
AAEGGILQRSTU: GASTRALGIQUE
AAEGGIMMNORR: ORGANIGRAMME
AAEGGINNORSS: ORGANSINAGES
AAEGGINORRSS: GROGNASSERAI
AAEGGINORRSV: AGGRAVERIONS
AAEGGINRSTTT: STARTINGGATE
AAEGGIOPPRTU: APPOGGIATURE
AAEGGIORSSTZ: GARGOTASSIEZ
AAEGGISSSUZZ: ZIGZAGUASSES
AAEGGLMNORST: AGGLOMERANTS
AAEGGMNORSSS: GROGNASSAMES
AAEGGNORRSSS: GROGNASSERAS
AAEGGNORSSSS: GROGNASSASSE
AAEGGNORSSST: GROGNASSATES
AAEGGNORSSSU: RAGOUGNASSES
AAEGGNORSSTT: GARGOTASSENT
AAEGHHILOPRS: HALOGRAPHIES
AAEGHHOPPSST: PHOSPHATAGES
AAEGHIIIPRRS: SERIGRAPHIAI
AAEGHIINOPST: ANGIOPATHIES
AAEGHIINPRTT: GRAPHITAIENT
AAEGHIIPRRSS: SERIGRAPHIAS
AAEGHIIPRRST: GRAPHITERAIS
              SERIGRAPHIAT
AAEGHIIPRRTT: GRAPHITERAIT
AAEGHIIPRSST: STAPHISAIGRE
AAEGHILLMOPT: LAGOPHTALMIE
AAEGHILNNOOT: HALOGENATION
AAEGHILNOOTT: THANATOLOGIE
AAEGHILNPSST: PHALANGISTES
AAEGHILOPRRS: SOLARIGRAPHE
AAEGHILQRRTU: ARTHRALGIQUE
AAEGHIMMMOPR: MAMMOGRAPHIE
AAEGHIMNOPRS: GRAPHOMANIES
AAEGHIMRTTUU: THAUMATURGIE
AAEGHINNORSS: HARENGAISONS
AAEGHINOPRRU: URANOGRAPHIE
AAEGHINOPRST: STENOGRAPHIA
AAEGHIOOPRRT: AORTOGRAPHIE
AAEGHIOPPRRR: REPROGRAPHIA
AAEGHIOPRRTU: AUTOGRAPHIER
AAEGHIOPRSTU: AUTOGRAPHIES
AAEGHIOPRTUZ: AUTOGRAPHIEZ
AAEGHIPRSSST: GRAPHITASSES
