AAABCC: CACABA
AEEPPR: RAPPEE
AEEPPZ: ZAPPEE
AEEPQU: PAQUEE
AEEPRR: PARERE
        REPARE
        REPERA
AEEPRS: EPARSE
        ESPERA
        PAREES
        PESERA
        RAPEES
        REPESA
        SEPARE
AEEPRT: APRETE
        APTERE
        ARPETE
        EPATER
        PATERE
        PETERA
        REPETA
        RETAPE
AEEPRU: APEURE
        APUREE
        EPEURA
AEEPRV: REPAVE
AEEPRY: REPAYE
AEEPSS: PASSEE
        SAPEES
AEEPST: EPATES
        ETAPES
        PATEES
        PESETA
        PETASE
        TAPEES
AEEPSV: EPAVES
        PAVEES
AEEPSY: PAYEES
AEEPTT: PATTEE
AEEPTU: TAUPEE
AEEPTZ: EPATEZ
AEEQRU: ARQUEE
        RAQUEE
AEEQSU: SAQUEE
AEEQTU: TAQUEE
AEEQUV: VAQUEE
AEERRR: ERRERA
AEERRS: REERAS
AEERRT: ARRETE
        ARTERE
        RARETE
AEERRV: AVERER
        REVERA
AEERRY: RAYERE
AEERSS: RASEES
        REASSE
AEERST: ARETES
        RATEES
        REATES
        TAREES
        TEASER
AEERSU: ERSEAU
        RESEAU
        SAUREE
        UREASE
AEERSV: AVERES
        AVERSE
        EVASER
AEERSX: SEXERA
AEERSY: RAYEES
AEERTT: RETATE
        TETERA
AEERTU: URAETE
AEERTV: ETRAVE
        TRAVEE
AEERTX: RETAXE
AEERTY: ETAYER
AEERUZ: AZUREE
AEERVX: VEXERA
AEERVZ: AVEREZ
AEERXZ: AXEREZ
AEESSS: SASSEE
AEESST: TASSEE
AEESSV: EVASES
        VASEES
AEESSY: ASSEYE
        ESSAYE
AEESTT: ETETAS
        TATEES
AEESTU: SAUTEE
AEESTX: EXEATS
        EXTASE
        TAXEES
AEESTY: ETAYES
AEESUV: SAUVEE
AEESUX: ASEXUE
        AUXESE
AEESVZ: EVASEZ
AEETTT: ETETAT
AEETTU: TETEAU
AEETTW: TWEETA
        WATTEE
AEETYZ: ETAYEZ
AEEYZZ: ZEZAYE
AEFFFI: FIEFFA
AEFFGR: GAFFER
        GRAFFE
        GREFFA
AEFFGS: GAFFES
AEFFGZ: GAFFEZ
AEFFIL: AFFILE
        EFFILA
AEFFIN: AFFINE
AEFFIP: PIAFFE
AEFFIT: TIAFFE
AEFFIX: AFFIXE
AEFFLO: AFFOLE
AEFFLR: RAFFLE
AEFFLU: AFFLUE
AEFFMS: MAFFES
AEFFOT: ETOFFA
AEFFRS: AFFRES
AEFFRT: TAFFER
AEFFST: STAFFE
        TAFFES
AEFFTU: AFFUTE
AEFFTZ: TAFFEZ
AEFGII: FIGEAI
AEFGIL: FILAGE
AEFGIN: FINAGE
AEFGIR: FIGERA
        GIRAFE
AEFGIS: FIGEAS
AEFGIT: FIGEAT
AEFGIX: FIXAGE
AEFGLU: FLUAGE
AEFGMU: FUMAGE
AEFGNR: FRANGE
AEFGNS: FAGNES
        FANGES
AEFGOR: FORAGE
        FORGEA
AEFGOT: FAGOTE
AEFGOU: FAGOUE
        FOUAGE
        FOUGEA
AEFGRU: FARGUE
        GAUFRE
AEFHLL: FELLAH
AEFHLS: FLASHE
AEFHNO: FOEHNA
AEFIIM: MEFIAI
AEFIIR: FIERAI
        REIFIA
AEFIJO: FEIJOA
AEFIKR: KIFERA
AEFILL: FAILLE
AEFILN: ENFILA
        ENFLAI
        FINALE
AEFILP: FLAPIE
AEFILR: FERIAL
        FERLAI
        FILERA
        FLAIRE
        REFILA
AEFILS: FELAIS
AEFILT: ELATIF
        FELAIT
        FETIAL
        FILETA
AEFILU: FEULAI
AEFIMN: FAMINE
        INFAME
AEFIMR: FERMAI
AEFIMS: FIAMES
        MEFIAS
AEFIMT: MEFAIT
        MEFIAT
AEFINN: FENIAN
AEFINR: FARINE
        FREINA
        INFERA
AEFINS: FAINES
AEFINT: FEINTA
        FIENTA
AEFINZ: FANIEZ
AEFIPR: PIFERA
AEFIRR: FERRAI
AEFIRS: FAIRES
        FERAIS
        FERIAS
        FIERAS
        FRAIES
        FRAISE
        FRESIA
        REFAIS
AEFIRT: FERAIT
        FRETAI
        REFAIT
        TARIFE
AEFIRX: FIXERA
        REFIXA
AEFISS: FASSIE
        FESSAI
        FIASSE
AEFIST: FAITES
        FETAIS
        FIATES
        FIESTA
AEFISV: EVASIF
AEFITT: ATTIFE
        FETAIT
AEFITU: FUTAIE
AEFIXZ: FAXIEZ
AEFKNS: KENAFS
AEFKRS: FRAKES
        FREAKS
AEFKST: KEFTAS
AEFLLU: FALLUE
AEFLMM: FLAMME
AEFLNR: FLANER
        RENFLA
AEFLNS: ENFLAS
        FLANES
AEFLNT: ENFLAT
        FELANT
        FLETAN
AEFLNU: FALUNE
AEFLNZ: FLANEZ
AEFLOR: LOFERA
AEFLOT: FALOTE
        FOETAL
        FOLATE
AEFLOV: FOVEAL
AEFLQU: FLAQUE
AEFLRR: RAFLER
AEFLRS: FERALS
        FERLAS
        RAFLES
AEFLRT: FERLAT
AEFLRU: FLEURA
        FLUERA
        REFLUA
AEFLRZ: RAFLEZ
AEFLST: TEFALS
AEFLSU: FEULAS
        FUSELA
AEFLTT: FLATTE
AEFLTU: FEULAT
        FLUATE
AEFLUX: FLEAUX
AEFMNU: ENFUMA
AEFMRS: FERMAS
AEFMRT: FERMAT
AEFMRU: FUMERA
        REFUMA
AEFMUX: FAMEUX
AEFNNT: ENFANT
        FANENT
AEFNRU: FANEUR
        FANURE
        FURANE
AEFNSU: FAUNES
AEFNTT: FETANT
AEFNTU: ENFUTA
AEFNTX: FAXENT
AEFORR: FORERA
AEFORT: FAROTE
AEFOSV: FOVEAS
AEFOTY: FAYOTE
AEFPPR: FRAPPE
AEFPRS: FRAPES
AEFRRS: FERRAS
        FRASER
AEFRRT: FARTER
        FERRAT
        FRATER
AEFRRY: FRAYER
AEFRSS: FRASES
        SAFRES
AEFRST: AFTERS
        FARTES
        FRETAS
AEFRSU: FUSERA
        REFUSA
AEFRSY: FRAYES
AEFRSZ: FRASEZ
AEFRTT: FRETAT
        FRETTA
AEFRTU: FAUTER
        FEUTRA
        FURETA
        REFUTA
AEFRTZ: FARTEZ
AEFRUV: FAVEUR
AEFRUX: FERAUX
AEFRYZ: FRAYEZ
AEFSSS: FASSES
        FESSAS
AEFSST: FASTES
        FESSAT
AEFSSU: FAUSSE
AEFSTU: FAUTES
AEFSUU: FUSEAU
AEFSUV: FAUVES
AEFTUU: TUFEAU
AEFTUZ: FAUTEZ
AEGGIO: GOGEAI
AEGGIT: GITAGE
AEGGIZ: GAGIEZ
AEGGMN: GAGMEN
AEGGNR: GAGNER
        GRANGE
AEGGNS: GAGNES
AEGGNT: GAGENT
AEGGNU: GANGUE
AEGGNZ: GAGNEZ
AEGGOR: GOGERA
        GORGEA
AEGGOS: GOGEAS
AEGGOT: GOGEAT
AEGGOU: GOUGEA
AEGGRS: AGREGS
AEGGRT: TAGGER
AEGGRU: GAGEUR
        GRUGEA
AEGGST: TAGGES
AEGGTZ: TAGGEZ
AEGHIS: GEISHA
        SEGHIA
AEGHKN: KHAGNE
AEGHMU: HUMAGE
AEGHNR: HARENG
        HARGNE
AEGHOU: HOUAGE
AEGHPR: GRAPHE
AEGHPS: PHAGES
AEGIIM: IGAMIE
AEGIIP: PIGEAI
AEGIIR: AIGRIE
AEGIIT: TIGEAI
AEGIJU: JUGEAI
AEGILL: ALLEGI
        GLIALE
AEGILM: LIMAGE
AEGILN: AIGNEL
        ALGINE
        ALIGNE
        GENIAL
        GLENAI
        INEGAL
AEGILO: ALOGIE
        LOGEAI
AEGILP: GLAPIE
        PILAGE
        PLAGIE
        PLIAGE
AEGILR: AGRILE
        ARGILE
        ELARGI
        GLAIRE
        GRELAI
        REGLAI
AEGILS: AGILES
        AIGLES
        ALGIES
        GELAIS
        GLAISE
        LIAGES
        LIGASE
        LISAGE
AEGILT: GELAIT
        GELATI
        LITAGE
AEGILU: LEGUAI
        LUGEAI
AEGILV: GLAIVE
        VAGILE
AEGIMM: GEMMAI
AEGIMN: AMIGNE
        GAMINE
        GEMINA
        IGNAME
        MINAGE
AEGIMR: EMIGRA
        GEMIRA
        GERMAI
        IMAGER
        MAIGRE
        MEGIRA
        MIRAGE
AEGIMS: AGIMES
        AGISME
        IGAMES
        IMAGES
        MAGIES
AEGIMT: MITAGE
AEGIMX: MIXAGE
AEGIMZ: IMAGEZ
AEGINN: ANGINE
AEGINO: AGONIE
AEGINP: PAGINE
        PEIGNA
AEGINR: ARGIEN
        GAINER
        GARNIE
        GRAINE
        GRENAI
        IGNARE
        INGERA
        REGAIN
        REGNAI
AEGINS: AGNIES
        GAINES
        GENAIS
        SAGINE
        SAIGNE
        SINGEA
AEGINT: GATINE
        GENAIT
        GITANE
        TAGINE
AEGINU: IGUANE
AEGINV: VAGINE
        VINAGE
AEGINZ: GAINEZ
        NAGIEZ
AEGIOT: AGIOTE
AEGIPR: PIGERA
        RIPAGE
AEGIPS: PIGEAS
AEGIPT: PIGEAT
AEGIPU: PEGUAI
AEGIPZ: PAGIEZ
AEGIRR: REAGIR
        REGIRA
AEGIRS: AIGRES
        EGRISA
        GERAIS
        GREAIS
        GRESAI
        REAGIS
AEGIRT: AGITER
        GERAIT
        GITERA
        GREAIT
        REAGIT
        TIGERA
        TIRAGE
        TRIAGE
AEGIRU: AURIGE
AEGIRV: GRAVIE
        GREVAI
        RIVAGE
        VAIGRE
        VIAGER
        VIRAGE
AEGIRZ: AGIREZ
        GARIEZ
        GAZIER
        RAGIEZ
AEGISS: AGISSE
AEGIST: AGITES
        GAITES
        TIGEAS
AEGISU: AIGUES
        GUEAIS
        SEGUIA
AEGISV: VISAGE
AEGISX: IXAGES
AEGISZ: GAIZES
AEGITT: ATTIGE
        TIGEAT
AEGITU: AUGITE
        GUEAIT
AEGITZ: AGITEZ
        GATIEZ
AEGIVZ: GAVIEZ
AEGIZZ: GAZIEZ
AEGJLT: JETLAG
AEGJLU: JUGALE
AEGJRU: JAUGER
        JUGERA
AEGJSU: JAUGES
        JUGEAS
AEGJTU: JUGEAT
AEGJUZ: JAUGEZ
AEGLLS: GALLES
AEGLMN: MANGLE
AEGLMO: MEGALO
AEGLMR: MALGRE
AEGLMU: MEUGLA
AEGLMY: MYGALE
AEGLNO: LONGEA
AEGLNR: GLANER
        LANGER
AEGLNS: AGNELS
        ANGLES
        GLANES
        GLENAS
        LANGES
        SANGLE
AEGLNT: ANGLET
        GELANT
        GLENAT
AEGLNU: ENGLUA
        GNAULE
        LAGUNE
        LANGUE
AEGLNZ: GLANEZ
        LANGEZ
AEGLOP: GALOPE
AEGLOR: LOGERA
        ROLAGE
AEGLOS: LOGEAS
        SOLAGE
AEGLOT: GELATO
        LEGATO
        LOGEAT
AEGLOU: LOUAGE
AEGLOV: VOLAGE
AEGLOZ: GAZOLE
AEGLPS: PAGELS
        PLAGES
AEGLRR: GRALER
AEGLRS: GRALES
        GRELAS
        LAGERS
        LARGES
        REGALS
        REGLAS
AEGLRT: GRELAT
        LARGET
        REGLAT
        TERGAL
AEGLRU: GALURE
        GAULER
        GLUERA
        LARGUE
        LUGERA
        REGULA
AEGLRZ: GRALEZ
AEGLST: GALETS
        LEGATS
AEGLSU: ALGUES
        GAULES
        LEGUAS
        LUGEAS
AEGLSY: SALEGY
AEGLTU: GUELTA
        LEGUAT
        LUGEAT
        LUTAGE
AEGLTW: TALWEG
AEGLUU: GUEULA
AEGLUX: GALEUX
        LEGAUX
AEGLUZ: GAULEZ
AEGMMR: GRAMME
AEGMMS: GAMMES
        GEMMAS
        SMEGMA
AEGMMT: GEMMAT
AEGMNR: GRAMEN
        MAGNER
        MANGER
AEGMNS: MAGNES
        MANGES
AEGMNT: MAGNET
AEGMNU: MANGUE
AEGMNZ: MAGNEZ
        MANGEZ
AEGMOT: MEGOTA
AEGMRR: MARGER
AEGMRS: GAMERS
        GERMAS
        MARGES
AEGMRT: GERMAT
        MAGRET
AEGMRU: AGRUME
        GAMEUR
        MURAGE
        MURGEA
AEGMRZ: MARGEZ
AEGMST: GAMETS
        TAGMES
AEGMTU: MUTAGE
AEGMUZ: ZEUGMA
AEGNNT: GENANT
        NAGENT
AEGNOR: ONAGRE
        ORANGE
        ORGANE
        RONGEA
AEGNOS: SONGEA
AEGNOU: ENGOUA
        NOUAGE
AEGNOX: AXONGE
AEGNOY: NOYAGE
AEGNOZ: ZONAGE
AEGNPS: PAGNES
AEGNPT: PAGENT
AEGNQU: GNAQUE
AEGNRR: RANGER
AEGNRS: GANSER
        GRENAS
        RANGES
        REGNAS
AEGNRT: ARGENT
        GANTER
        GARENT
        GERANT
        GREANT
        GRENAT
        RAGENT
        REGNAT
AEGNRU: NAGEUR
        NARGUE
AEGNRZ: RANGEZ
AEGNSS: GANSES
AEGNST: AGENTS
        ETANGS
        GANTES
        GEANTS
        STAGNE
AEGNSU: NUAGES
AEGNSV: VEGANS
AEGNSZ: GANSEZ
AEGNTT: GATENT
AEGNTU: GUEANT
        TANGUE
        TUNAGE
AEGNTV: GAVENT
AEGNTZ: GANTEZ
        GAZENT
AEGNUX: GENAUX
AEGOPS: POSAGE
AEGOPT: PAGEOT
        POTAGE
AEGOPU: GOUAPE
AEGORR: ARROGE
AEGORS: ORAGES
        ROSAGE
AEGORT: ERGOTA
        ORGEAT
        RAGOTE
AEGORU: ROUAGE
AEGOST: OTAGES
AEGOSU: SOUAGE
AEGOTU: TOUAGE
AEGOTV: GAVOTE
AEGOVY: GOYAVE
        VOYAGE
AEGPPR: GRAPPE
AEGPRS: PAGERS
        PAGRES
AEGPRU: PAGEUR
        PAGURE
        PURGEA
AEGPSU: GAUPES
        PEGUAS
AEGPTU: PEGUAT
AEGPTY: TYPAGE
AEGRRT: REGRAT
AEGRRU: ARGUER
        RAGEUR
        RAGUER
        URGERA
AEGRRV: GRAVER
AEGRSS: GRASSE
        GRESAS
AEGRST: GRESAT
        TARGES
AEGRSU: ARGUES
        RAGUES
        SARGUE
        USAGER
AEGRSV: GRAVES
        GREVAS
AEGRTT: GATTER
        GRATTE
AEGRTU: GATEUR
        GUETRA
        TAGUER
        TARGUE
        URGEAT
AEGRTV: GREVAT
AEGRUU: AUGURE
AEGRUV: GAVEUR
        VAGUER
AEGRUX: RAGEUX
AEGRUZ: ARGUEZ
        RAGUEZ
AEGRVZ: GRAVEZ
AEGSST: STAGES
AEGSSU: GAUSSE
        SAUGES
        SUAGES
        USAGES
AEGSTT: GATTES
AEGSTU: AGUETS
        AUGETS
        TAGUES
        TUAGES
AEGSUU: GUEUSA
AEGSUV: VAGUES
AEGTTU: GUETTA
AEGTTZ: GATTEZ
AEGTUX: GATEUX
AEGTUZ: TAGUEZ
AEGUVZ: VAGUEZ
AEGUXZ: GAZEUX
AEHIIR: HIERAI
AEHIKR: HARKIE
AEHIKS: SAKIEH
AEHILM: HIEMAL
AEHILN: INHALE
AEHILR: HILARE
AEHILS: HELAIS
AEHILT: HALITE
        HELAIT
AEHILZ: HALIEZ
AEHIMR: MEHARI
AEHIMS: HAIMES
        HIAMES
AEHINP: PHANIE
AEHINS: HAINES
AEHINV: ENVAHI
        VAHINE
AEHIPR: HARPIE
AEHIPT: PATHIE
AEHIRS: HAIRES
        HERSAI
        HIERAS
AEHIRT: HATIER
        HERITA
        TRAHIE
AEHIRU: AHURIE
        HUERAI
AEHIRZ: HAIREZ
AEHISS: HAISSE
        HIASSE
AEHIST: HAITES
        HESITA
        HIATES
        THAIES
AEHISV: HAVIES
AEHITV: HATIVE
AEHITZ: HATIEZ
AEHIVZ: HAVIEZ
AEHKRS: KASHER
        SHAKER
AEHLLM: MELLAH
AEHLLS: HALLES
AEHLLT: THALLE
AEHLNT: HALENT
        HELANT
AEHLPS: ALEPHS
AEHLRS: HARLES
AEHLRT: THALER
AEHLRU: HALEUR
AEHLSS: SAHELS
AEHLST: ATHLES
        HALTES
AEHLTT: TALETH
AEHMNT: HETMAN
AEHMOT: HEMATO
AEHMPS: HAMPES
        PHASME
AEHMRS: HAREMS
AEHMRU: HUMERA
AEHMSS: SMASHE
AEHMST: ASTHME
AEHMSU: HUAMES
AEHMUX: EXHUMA
AEHNNR: RHENAN
AEHNOP: APHONE
AEHNPT: NAPHTE
AEHNRT: HANTER
        THENAR
AEHNSS: HANSES
AEHNST: ANETHS
        HANTES
        THANES
AEHNTT: HATENT
AEHNTV: HAVENT
AEHNTZ: HANTEZ
AEHNUY: HAUYNE
AEHORU: HOUERA
AEHPPR: HAPPER
AEHPPS: HAPPES
AEHPPZ: HAPPEZ
AEHPRR: HARPER
AEHPRS: HARPES
        PHARES
        PHASER
        PHRASE
        RAPHES
        SHERPA
AEHPRT: PARTHE
        TEPHRA
AEHPRZ: HARPEZ
AEHPSS: PESSAH
        PHASES
AEHPST: APHTES
        SPATHE
AEHPSZ: PHASEZ
AEHQTU: HAQUET
AEHRRS: ARRHES
AEHRSS: HERSAS
        RASHES
AEHRST: HARETS
        HERSAT
        SEHTAR
AEHRSU: HUERAS
AEHRSV: HAVRES
AEHRTU: HATURE
        HERAUT
        HEURTA
        HUERTA
        REHAUT
AEHRUV: HAVEUR
AEHSST: HASTES
AEHSSU: HAUSSE
        HUASSE
AEHSTU: HAUTES
        HUATES
AEIILM: ELIMAI
AEIILN: ENLIAI
AEIILP: EPILAI
AEIILR: AILIER
        ELIRAI
        LIERAI
        RELIAI
AEIILS: ELIAIS
AEIILT: ELIAIT
AEIILV: AVILIE
AEIILX: EXILAI
AEIIMM: AMIMIE
AEIIMR: MAIRIE
AEIIMS: EMIAIS
AEIIMT: AMITIE
        ATIMIE
        EMIAIT
AEIIMX: AMIXIE
AEIIMZ: AIMIEZ
AEIINP: EPINAI
        PEINAI
AEIINR: NIERAI
        RENIAI
AEIINS: NIAISE
AEIINV: ENVIAI
        VEINAI
AEIIPP: PEPIAI
AEIIPR: PAIRIE
AEIIPS: EPIAIS
AEIIPT: EPIAIT
        PIETAI
AEIIPX: EXPIAI
AEIIRS: SERIAI
AEIIRT: ETIRAI
        ITERAI
AEIIRV: IVRAIE
AEIIRX: IXERAI
AEIIRZ: AIRIEZ
AEIISS: SAISIE
AEIITV: EVITAI
AEIJKR: JERKAI
AEIJNS: JAINES
AEIJNT: TAJINE
AEIJNU: JAUNIE
        JEUNAI
AEIJST: AJISTE
        JETAIS
AEIJSZ: JASIEZ
AEIJTT: JETAIT
AEIKLM: MALEKI
AEIKLR: LIKERA
AEIKMS: KEMIAS
AEIKNS: KINASE
AEIKNT: KENTIA
AEIKRR: KERRIA
AEIKRS: KAISER
        SKIERA
AEIKRT: KARITE
AEILLM: MAILLE
AEILLN: ANILLE
        LINEAL
        NIELLA
AEILLP: PAILLE
        PALLIE
        PELLAI
AEILLR: AILLER
        ALLIER
        ARILLE
        RAILLE
        RALLIE
AEILLS: AILLES
        ALLIES
        SAILLE
        SELLAI
AEILLT: AILLET
        TAILLE
        TEILLA
AEILLV: VAILLE
        VEILLA
        VIELLA
AEILLZ: AILLEZ
        ALLIEZ
AEILMN: LAMINE
        MALIEN
        MALINE
AEILMP: EMPILA
AEILMR: LAMIER
        LIMERA
AEILMS: ALISME
        ELIMAS
        EMAILS
        LAMIES
        LIAMES
        MELAIS
        MELIAS
AEILMT: ELIMAT
        MELAIT
        TAMILE
AEILMU: EMULAI
        MEULAI
        MIAULE
AEILMZ: LAMIEZ
        MEZAIL
AEILNP: ALEPIN
        ALPINE
        INALPE
        LAPINE
        NEPALI
        PINEAL
        PLAINE
AEILNR: LAINER
        LANIER
AEILNS: ALIENS
        ENLIAS
        ENLISA
        ENSILA
        LAINES
        LESINA
        LIANES
        SALIEN
        SALINE
        SILANE
AEILNT: ALENTI
        ELIANT
        ENLIAT
        LAIENT
        LATINE
        LIANTE
AEILNU: ALUNIE
        NIAULE
AEILNV: ALEVIN
        ALVINE
        LEVAIN
        NIVALE
        NIVEAL
        NIVELA
        VALINE
        VELANI
AEILNZ: LAINEZ
AEILOP: LEIPOA
        POELAI
AEILOS: OISELA
AEILOT: ETIOLA
        ETOILA
AEILOV: OVALIE
AEILPR: PAIRLE
        PALIER
        PAREIL
        PERAIL
        PERLAI
        PILERA
        PLAIRE
        PLIERA
        REPLIA
AEILPS: EPILAS
        LAPIES
        LIPASE
        PALIES
        PELAIS
        PLAIES
        PLAISE
AEILPT: APLITE
        EPILAT
        PELAIT
AEILPU: PIAULE
AEILPZ: ALPIEZ
        LAPIEZ
AEILQU: LAIQUE
AEILRR: RELIRA
AEILRS: ELIRAS
        LIERAS
        LISERA
        RELAIS
        RELIAS
        RESALI
        SERAIL
        SERIAL
        SILERA
AEILRT: ALITER
        ALTIER
        LATRIE
        LITERA
        RELIAT
        RITALE
AEILRV: RIVALE
        VIRALE
AEILRZ: RALIEZ
AEILSS: ALISES
        ASILES
        LAISSE
        LESAIS
        LIASSE
        SALIES
AEILST: ALITES
        ALTISE
        LAITES
        LESAIT
        LESTAI
        LIATES
AEILSU: AIEULS
        ELUAIS
AEILSV: ALEVIS
        LEVAIS
        SALIVE
        VALISE
        VELAIS
AEILSX: AXILES
        EXILAS
AEILSZ: ALIZES
        LAIZES
        SALIEZ
AEILTU: ELUAIT
        LAITUE
        LITEAU
AEILTV: LEVAIT
        LEVITA
        VELAIT
        VITALE
AEILTX: EXILAT
        LAXITE
AEILTZ: ALITEZ
        TALIEZ
AEILUV: AVEULI
AEILUX: ILEAUX
AEILVZ: LAVIEZ
        VALIEZ
AEILYZ: LAYIEZ
AEIMMR: MIMERA
AEIMMS: MAMIES
        MIASME
AEIMMX: MAXIME
AEIMNO: ANOMIE
AEIMNP: MANIPE
AEIMNR: ANIMER
        MANIER
        MARINE
        MERINA
        MINERA
        RANIME
AEIMNS: AMINES
        ANIMES
        ENSIMA
        MANIES
        MENAIS
        NIAMES
        SAMIEN
AEIMNT: AIMENT
        EMIANT
        MAINTE
        MATINE
        MENAIT
AEIMNZ: ANIMEZ
        MANIEZ
AEIMOR: MAORIE
        MOIERA
        ORMAIE
AEIMOX: AXIOME
AEIMPR: EMPIRA
        PERIMA
AEIMPY: IMPAYE
AEIMPZ: PAMIEZ
AEIMRR: AMERRI
        ARRIME
        MARIER
        MARRIE
        MIRERA
        RAMIER
        RIMERA
AEIMRS: MAIRES
        MARIES
        MISERA
        RAMIES
        REMISA
AEIMRT: EMIRAT
        MAITRE
        MERITA
        METRAI
        MITERA
        TAMIER
AEIMRU: AERIUM
        MAIEUR
        MUERAI
        MURAIE
        REMUAI
AEIMRX: MIXERA
        REMIXA
AEIMRY: RIMAYE
AEIMRZ: ARMIEZ
        MARIEZ
        RAMIEZ
        ZAMIER
AEIMSS: ESSAIM
        SAMIES
        SEMAIS
AEIMST: ATEMIS
        ESTIMA
        MATIES
        SEMAIT
        TAMISE
AEIMSU: AMUIES
        AMUSIE
AEIMSX: IXAMES
AEIMSY: MYIASE
AEIMTT: MATITE
AEIMTZ: MATIEZ
AEIMZZ: MAZIEZ
AEINNR: NARINE
AEINNS: INSANE
        NAINES
        NANISE
AEINNT: NANTIE
AEINOR: NOIERA
AEINOS: OASIEN
AEINOT: ATONIE
AEINOU: AINOUE
        ENOUAI
AEINOV: AVOINE
AEINOX: ANOXIE
AEINPR: PANIER
        PRAIEN
        RAPINE
AEINPS: EPINAS
        PAIENS
        PEINAS
        PENSAI
        PISANE
        SAPINE
AEINPT: APTIEN
        EPIANT
        EPINAT
        INAPTE
        PAIENT
        PATINE
        PEINAT
        TAPINE
AEINPU: PINEAU
AEINPZ: PANIEZ
AEINQU: NIAQUE
AEINRR: RAINER
AEINRS: ANIERS
        ANISER
        ARIENS
        ARSINE
        INSERA
        ISERAN
        NIERAS
        RAINES
        RENAIS
        RENIAS
        RESINA
        SERINA
AEINRT: AIRENT
        ARETIN
        ENTRAI
        INERTA
        NAITRE
        RAIENT
        RATINE
        RENAIT
        RENIAT
        RENTAI
        RIANTE
        TARINE
        TRAINE
AEINRU: ANURIE
        NUERAI
        UNAIRE
        URANIE
AEINRV: ARVINE
        AVENIR
        AVINER
        ENIVRA
        NAVIRE
        RAVINE
        VINERA
AEINRZ: RAINEZ
AEINSS: ANISES
        ASINES
        NAISSE
        NIASSE
        SAINES
        SANIES
AEINST: ANITES
        ENTAIS
        ETAINS
        INEATS
        NASTIE
        NIATES
        SAINTE
        SATINE
        SEITAN
        TANISE
        TENAIS
        TENIAS
        TISANE
AEINSV: AVIENS
        AVINES
        ENVIAS
        NAIVES
        VAINES
        VANISE
        VEINAS
        VENAIS
AEINSZ: ANISEZ
        NAZIES
AEINTT: ATTINE
        ENTAIT
        TEINTA
        TENAIT
        TENTAI
        TITANE
AEINTU: UNIATE
AEINTV: ENVIAT
        NATIVE
        VANITE
        VEINAT
        VENAIT
        VENIAT
AEINUV: NIVEAU
AEINUX: AUXINE
        UNIAXE
AEINUZ: AUNIEZ
AEINVZ: AVINEZ
AEIOPR: APORIE
        OPERAI
AEIOPT: ATOPIE
AEIORS: OSERAI
AEIORT: OTARIE
        OTERAI
        TOREAI
AEIORV: OVAIRE
AEIOSS: ASSOIE
AEIOSU: OISEAU
AEIOSV: AVOIES
AEIPPR: PAPIER
        PIPERA
        REPIPA
AEIPPS: PEPIAS
AEIPPT: PEPIAT
        PIPETA
AEIPPU: APPUIE
        PIPEAU
AEIPQU: APIQUE
        EQUIPA
AEIPRR: PARIER
        PERIRA
        PRAIRE
        PRIERA
        RIPERA
AEIPRS: ASPIRE
        EPAIRS
        PAIRES
        PARIES
        PARSIE
        REPAIS
        SPRAIE
AEIPRT: ETRIPA
        PAITRE
        PARITE
        PARTIE
        PATRIE
        PIRATE
        PRETAI
        REPAIT
        TIPERA
AEIPRU: EPURAI
        PUERAI
AEIPRX: EXPIRA
        PRAXIE
AEIPRZ: PARIEZ
        RAPIEZ
AEIPSS: EPISSA
        PAISSE
        PESAIS
        SEPIAS
AEIPST: PESAIT
        PESTAI
        PETAIS
        PIETAS
        TAPIES
AEIPSU: EPUISA
AEIPSV: PAVIES
AEIPSX: EXPIAS
AEIPSZ: SAPIEZ
AEIPTT: PETAIT
        PIETAT
AEIPTU: PIAUTE
        PIEUTA
AEIPTX: EXPIAT
AEIPTY: ATYPIE
AEIPTZ: TAPIEZ
AEIPVZ: PAVIEZ
AEIPYZ: PAYIEZ
AEIQTU: QUETAI
AEIRRS: ARISER
        ARRISE
        ERRAIS
        SERRAI
        SIERRA
AEIRRT: ERRAIT
        RATIER
        RETIRA
        TARIER
        TERRAI
        TIRERA
        TRAIRE
        TRIERA
AEIRRU: AIRURE
        RUERAI
AEIRRV: ARRIVE
        RAVIER
        REVIRA
        RIVERA
        VARIER
        VERRAI
        VIRERA
AEIRRZ: RAIREZ
AEIRSS: ARISES
        RASSIE
        SERAIS
        SERIAS
AEIRST: AITRES
        ETIRAS
        ITERAS
        RESTAI
        RETAIS
        SATIRE
        SERAIT
        SERIAT
        STARIE
        STERAI
        TARIES
        TERSAI
        TIARES
        TISERA
        TRAIES
AEIRSU: SAURIE
        SUAIRE
        SUERAI
        USERAI
AEIRSV: AVISER
        RAVIES
        RAVISE
        REVAIS
        REVISA
        SEVIRA
        SEVRAI
        VAIRES
        VARIES
        VERSAI
        VISERA
        VRAIES
AEIRSX: IXERAS
AEIRSZ: ARISEZ
        AZERIS
        RASIEZ
        ZAIRES
AEIRTT: ATTIER
        ATTIRE
        ETIRAT
        ITERAT
        RATITE
        TRAITE
AEIRTU: TUERAI
AEIRTV: AVERTI
        ETRIVA
        REVAIT
        RIVETA
        VETIRA
AEIRTZ: RATIEZ
        TAIREZ
        TARIEZ
AEIRUZ: AURIEZ
AEIRVV: AVIVER
        RAVIVE
AEIRVZ: VARIEZ
AEIRYZ: RAYIEZ
AEIRZZ: RAZZIE
AEISSS: ASSISE
        ESSAIS
AEISST: SAITES
